,Location,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
87,Libya,0.5109151,0.5249718,0.54274225,0.56293875,0.5857921,0.6073377,0.63019425,0.65510184,0.68159807,0.7057773,0.7297086,0.7553927,0.783295,0.80829483,0.8272549,0.835414,0.8325185,0.8289115,0.8276818,0.82676995
88,Lithuania,0.63627005,0.62933546,0.6133763,0.59530354,0.5798955,0.57491565,0.5802702,0.5910859,0.6057459,0.6211443,0.6357549,0.66045225,0.69816446,0.7415928,0.77977496,0.7997397,0.8075005,0.8103438,0.8072534,0.7987705
89,Luxembourg,1.3617648,1.3488282,1.3139709,1.2722635,1.2373048,1.2238927,1.2299911,1.2443653,1.2619035,1.2776755,1.2845879,1.2770838,1.2577499,1.235177,1.2145103,1.2056644,1.2112929,1.2178496,1.2196126,1.2185259
90,Madagascar,0.33719468,0.33904612,0.34090433,0.34393328,0.3455991,0.34634012,0.34653622,0.3458956,0.3450077,0.3442347,0.34347448,0.3423859,0.3397857,0.33725795,0.33580476,0.33554897,0.33603755,0.3364774,0.33666027,0.337326
91,Malawi,0.34518597,0.34533745,0.3445243,0.3430441,0.3433728,0.34272805,0.3422604,0.3421967,0.34262145,0.3416899,0.34175777,0.34215537,0.34174293,0.34157023,0.34130436,0.34216172,0.34301215,0.34451935,0.34440902,0.3443981
92,Malaysia,0.5359306,0.5382623,0.54056954,0.5424269,0.54442924,0.54626036,0.5476344,0.54895604,0.54987055,0.5513107,0.5525915,0.5542227,0.5561979,0.5587888,0.5617499,0.5643277,0.5718292,0.5792184,0.5798024,0.5791889
93,Maldives,0.50202215,0.5026232,0.5021412,0.5024207,0.50256586,0.50397015,0.5065564,0.5096998,0.5128967,0.5168224,0.5191532,0.5211894,0.5226356,0.52416646,0.525451,0.5266156,0.53141606,0.5360329,0.53722984,0.5371211
94,Mali,0.26198095,0.26221097,0.26279148,0.26303598,0.26294816,0.26307413,0.26325428,0.2628391,0.26282838,0.26303086,0.26298526,0.262535,0.26257437,0.26215157,0.26221836,0.26268542,0.26553455,0.26772726,0.2682769,0.2674575
95,Malta,0.89362335,0.9079738,0.91971165,0.9291231,0.9384248,0.94722825,0.95780456,0.9703307,0.9814071,0.9902014,0.9947579,0.9848715,0.9591244,0.92725176,0.9018305,0.89220375,0.93951637,0.984276,0.95525074,0.88049465
96,Mauritania,0.33255884,0.33359626,0.33478746,0.33610785,0.3372092,0.33861548,0.3396548,0.34118018,0.34334362,0.34460226,0.34572494,0.34691626,0.34887105,0.350603,0.35208514,0.35379928,0.35839865,0.3622618,0.36279675,0.36403227
97,Mauritius,0.6659092,0.6658013,0.66636515,0.66671926,0.6666026,0.6671378,0.66672665,0.6673966,0.6668379,0.6673715,0.6674468,0.6669499,0.664793,0.663013,0.66146535,0.6616784,0.66800153,0.67588663,0.6766633,0.6761941
98,Mexico,0.50450456,0.50317395,0.50086015,0.49814576,0.49612677,0.4947935,0.4946883,0.49498507,0.49592558,0.4974735,0.4998101,0.5036318,0.50857323,0.51411295,0.51967776,0.5245501,0.5307518,0.535381,0.53758633,0.540391
99,Mongolia,0.55788743,0.5613127,0.56500226,0.5700156,0.57422817,0.57627684,0.5792053,0.5806979,0.58230567,0.58407867,0.58441126,0.5842462,0.58438045,0.58343154,0.58353287,0.5828592,0.58526677,0.5861411,0.5873201,0.58871627
100,Montenegro,0.58609736,0.5872356,0.5889608,0.59004015,0.59115595,0.5919599,0.59267455,0.5933769,0.5940668,0.5950271,0.59635717,0.59849715,0.6002344,0.6025858,0.60487133,0.6058718,0.60494125,0.6043071,0.60573524,0.60800886
