,Location,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
84,Lebanon,0.19864692,0.1997702,0.2015235,0.20248866,0.20421737,0.20556213,0.20818445,0.21085581,0.21407253,0.21702485,0.21821132,0.2195352,0.22088595,0.22141045,0.22272812,0.22409801,0.22528416,0.22575013,0.22540215,0.224312
85,Lesotho,0.09059788,0.09112525,0.09179024,0.09240084,0.09322602,0.09366702,0.0944531,0.09540425,0.09658967,0.09725254,0.09791479,0.09937317,0.100582875,0.101938844,0.10318556,0.10439198,0.10585134,0.107039794,0.10758442,0.10791386
86,Liberia,0.06273833,0.06326205,0.064750604,0.06643197,0.06802629,0.06900134,0.069278315,0.06961992,0.06994099,0.070284165,0.07056085,0.071413025,0.071984485,0.07284329,0.074216776,0.07471694,0.07568333,0.07598607,0.07642144,0.076098874
87,Libya,0.23380204,0.23341966,0.23388013,0.23315713,0.23353302,0.23298171,0.23491062,0.23790343,0.24191056,0.24514121,0.24675566,0.24481522,0.24028663,0.23309478,0.2262655,0.21954645,0.21284285,0.20666142,0.20325829,0.20108777
88,Lithuania,0.12771685,0.12874645,0.13103618,0.1340205,0.13711841,0.14002788,0.142414,0.14491266,0.14785065,0.15004717,0.15236582,0.15512528,0.15736161,0.15999764,0.16214956,0.1647859,0.16749558,0.16993926,0.17151488,0.17335069
89,Luxembourg,0.5011979,0.5074781,0.5134516,0.5201227,0.5255238,0.5299369,0.53352046,0.5369901,0.5408367,0.5445319,0.5471647,0.5495831,0.55233777,0.5543539,0.55658114,0.5586582,0.56215495,0.5653662,0.566971,0.5688226
90,Madagascar,0.08389087,0.08383284,0.08360233,0.083601624,0.08347522,0.08336993,0.08312307,0.08286195,0.08265806,0.08235554,0.08232179,0.0824438,0.083343446,0.083755024,0.08390671,0.08462991,0.085392766,0.08567255,0.086278476,0.086541794
91,Malawi,0.07374216,0.0738181,0.07359066,0.073538765,0.073578745,0.07353978,0.07365002,0.07400432,0.07474835,0.075002566,0.07531103,0.07585587,0.07690409,0.07749397,0.0780287,0.07861743,0.07877869,0.07898204,0.07931635,0.0793044
92,Malaysia,0.12467011,0.12562989,0.126786,0.12746042,0.12860861,0.12959792,0.13030624,0.13150518,0.13272792,0.13400963,0.13522072,0.13652377,0.13831148,0.13950633,0.14107792,0.14274836,0.14482898,0.14701252,0.14841418,0.15047508
93,Maldives,0.10162823,0.103187636,0.104365446,0.10591266,0.10775623,0.10899967,0.11018835,0.11173512,0.11286145,0.11368861,0.11445744,0.11533775,0.11573372,0.116349265,0.11701911,0.11758079,0.11916175,0.12028283,0.121079214,0.1219199
94,Mali,0.08126198,0.08161441,0.08271999,0.08416464,0.08494869,0.08565548,0.08601027,0.086697556,0.08724801,0.0877944,0.088264704,0.08877203,0.08915055,0.08941344,0.08996971,0.09029133,0.091389395,0.092217825,0.0925209,0.092865065
95,Malta,0.35135493,0.35527304,0.359242,0.3627037,0.36609095,0.3693535,0.37168494,0.3737263,0.37602434,0.3780618,0.38009652,0.38258132,0.38524866,0.388662,0.39305118,0.39737377,0.40440342,0.41207325,0.41727135,0.42228425
96,Mauritania,0.10044725,0.100501224,0.10084803,0.100876525,0.10131626,0.101523295,0.102403045,0.10351484,0.10431892,0.105628274,0.106220804,0.10745739,0.108301334,0.10930629,0.11037303,0.1114123,0.11254433,0.11336601,0.11363023,0.1137088
97,Mauritius,0.11543067,0.116259746,0.11684684,0.117963195,0.118961215,0.11971511,0.12092388,0.121690534,0.12294609,0.12367764,0.124887295,0.12592065,0.12745106,0.12931278,0.130473,0.13203655,0.13465723,0.13683777,0.13831872,0.13929899
98,Mexico,0.23189592,0.2324469,0.23344405,0.23453975,0.23554108,0.23616165,0.23656824,0.23716392,0.2377733,0.23818,0.2385022,0.23843527,0.23817071,0.23776746,0.23748136,0.23766066,0.23892775,0.24041297,0.24104138,0.24183847
99,Mongolia,0.0961469,0.096310675,0.09726847,0.09848211,0.100080125,0.10160195,0.10295557,0.10453268,0.10689642,0.10917788,0.11164429,0.1141644,0.11681075,0.12006028,0.12321243,0.12602133,0.12864566,0.13051923,0.13193253,0.13303629
100,Montenegro,0.12561524,0.12601864,0.1272268,0.12862065,0.13050686,0.13195473,0.13354532,0.13558389,0.1379078,0.13994941,0.14174177,0.14331362,0.14474533,0.14596626,0.14727601,0.14861059,0.1503711,0.15203272,0.15306243,0.15447725
101,Morocco,0.15737027,0.15781271,0.15865652,0.1595534,0.16067591,0.16160077,0.16245887,0.1642198,0.16607408,0.16817993,0.16972311,0.17152947,0.17412993,0.17622747,0.1782542,0.18019903,0.18226421,0.1845328,0.18587382,0.18633233
102,Mozambique,0.06527138,0.06609224,0.067404546,0.068367265,0.069900185,0.07095999,0.07175727,0.072397046,0.07352443,0.07417597,0.07526449,0.07619889,0.07712538,0.07869124,0.07980947,0.08073025,0.08179905,0.08235015,0.08329599,0.0839527
